,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
3888,College of Letters & Science,Psychology,PSYCH/GEN&WS  522,3,"Sophomore standing, a course in PSYCH and (GEN&WS 102 or 103) or graduate/professional standing",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3889,College of Letters & Science,Psychology,PSYCH/ZOOLOGY  523,3,"(ZOOLOGY/BIOLOGY/BOTANY  151,  ZOOLOGY/BIOLOGY  101, or BIOCORE 485) and (CHEM 104, CHEM 109, or CHEM 116)",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3890,College of Letters & Science,Psychology,PSYCH 525,4,"PSYCH 403, 405, 406, 413, 414, 428, 449, 450, 454, 456, 460, 464, SOC/PSYCH  453, PSYCH/GEN&WS  522, or ZOOLOGY/PSYCH  523",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2021
3891,College of Letters & Science,Psychology,PSYCH 526,4,"PSYCH 403, 405, or 456",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3892,College of Letters & Science,Psychology,PSYCH 532,4,"PSYCH 403, 405, 406, 413, 414, 428, 449, 450, 454, 456, 460, 464, SOC/PSYCH  453, PSYCH/GEN&WS  522, or ZOOLOGY/PSYCH  523",Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3893,College of Letters & Science,Psychology,PSYCH/I SY E  549,3,"I SY E/PSYCH  349, graduate/professional standing, or member of Engineering Guest Students",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3894,College of Letters & Science,Psychology,PSYCH 601,3,PSYCH 225,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
3895,College of Letters & Science,Psychology,PSYCH 603,3,"(PSYCH 454 or ZOOLOGY/PSYCH  523) and BOTANY/BIOLOGY/ZOOLOGY  152, PSYCH 225, or (BIOCORE 383 and 384)",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3896,College of Letters & Science,Psychology,PSYCH 607,3,PSYCH 225,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3897,College of Letters & Science,Psychology,PSYCH 610,4,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3898,College of Letters & Science,Psychology,PSYCH/NEURODPT/NTP  611,4,NEURODPT/NTP  610 or graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3899,College of Letters & Science,Psychology,PSYCH 612,3,"(PSYCH 454 or ZOOLOGY/PSYCH  523) and BOTANY/BIOLOGY/ZOOLOGY  152, PSYCH 225, or (BIOCORE 383 and 384)",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
3900,College of Letters & Science,Psychology,PSYCH/ANTHRO/NTP/ZOOLOGY  619,3,Junior standing,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3901,College of Letters & Science,Psychology,PSYCH 621,1,Consent of instructor,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
3902,College of Letters & Science,Psychology,PSYCH/I SY E  653,3,"I SY E/PSYCH  349, graduate/professional standing, or member of Engineering Guest Students",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
3903,College of Letters & Science,Psychology,PSYCH/NEURODPT/ZOOLOGY  674,2,"ZOOLOGY/BIOLOGY  101, ZOOLOGY/BIOLOGY/BOTANY  151, BIOCORE 383 or graduate/professional standing",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
3904,College of Letters & Science,Psychology,PSYCH 681,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
3905,College of Letters & Science,Psychology,PSYCH 682,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
3906,College of Letters & Science,Psychology,PSYCH 686,1,"Concurrent enrollment in PSYCH 681, 682, 691, or 692",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Accelerated Honors (!),"Yes, unlimited number of completions",Fall 2023
3907,College of Letters & Science,Psychology,PSYCH 691,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3908,College of Letters & Science,Psychology,PSYCH 692,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3909,College of Letters & Science,Psychology,PSYCH 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
3910,College of Letters & Science,Psychology,PSYCH 701,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3911,College of Letters & Science,Psychology,PSYCH 703,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3912,College of Letters & Science,Psychology,PSYCH 704,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3913,College of Letters & Science,Psychology,PSYCH 706,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3914,College of Letters & Science,Psychology,PSYCH 707,1,Declared in Psychology PhD program,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3915,College of Letters & Science,Psychology,PSYCH 709,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3916,College of Letters & Science,Psychology,PSYCH 710,4,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3917,College of Letters & Science,Psychology,PSYCH 711,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3918,College of Letters & Science,Psychology,PSYCH 720,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
3919,College of Letters & Science,Psychology,PSYCH 728,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3920,College of Letters & Science,Psychology,PSYCH/COUN PSY/RP & SE  729,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
3921,College of Letters & Science,Psychology,PSYCH 733,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3922,College of Letters & Science,Psychology,PSYCH 740,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
3923,College of Letters & Science,Psychology,PSYCH 741,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
3924,College of Letters & Science,Psychology,PSYCH 750,3,Declared in Psychology,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3925,College of Letters & Science,Psychology,PSYCH 752,3,PSYCH 610 and graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3926,College of Letters & Science,Psychology,PSYCH 755,3,PSYCH 750 and 752,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
3927,College of Letters & Science,Psychology,PSYCH/COMP SCI/ED PSYCH  770,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
3928,College of Letters & Science,Psychology,PSYCH 790,5,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
3929,College of Letters & Science,Psychology,PSYCH 791,3,PSYCH 790,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3930,College of Letters & Science,Psychology,PSYCH 800,2,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
3931,College of Letters & Science,Psychology,PSYCH 802,2,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
3932,College of Letters & Science,Psychology,PSYCH 803,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
3933,College of Letters & Science,Psychology,PSYCH 805,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3934,College of Letters & Science,Psychology,PSYCH 806,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
3935,College of Letters & Science,Psychology,PSYCH 807,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3936,College of Letters & Science,Psychology,PSYCH 808,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
3937,College of Letters & Science,Psychology,PSYCH 809,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3938,College of Letters & Science,Psychology,PSYCH 810,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
3939,College of Letters & Science,Psychology,PSYCH 811,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
3940,College of Letters & Science,Psychology,PSYCH/B M I/COMP SCI  841,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
3941,College of Letters & Science,Psychology,PSYCH/I SY E  854,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2020
3942,College of Letters & Science,Psychology,PSYCH/I SY E  859,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3943,College of Letters & Science,Psychology,PSYCH/ANTHRO  906,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2020
3944,College of Letters & Science,Psychology,PSYCH 910,2,PSYCH 610 and declared in Psychology PhD,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
3945,College of Letters & Science,Psychology,PSYCH 918,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3946,College of Letters & Science,Psychology,PSYCH 930,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3947,College of Letters & Science,Psychology,PSYCH/GEN&WS  932,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
3948,College of Letters & Science,Psychology,PSYCH 954,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2020
3949,College of Letters & Science,Psychology,PSYCH 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3950,College of Letters & Science,Psychology,PSYCH/COUN PSY/ED PSYCH/RP & SE  995,0,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
3951,College of Letters & Science,Religious Studies,RELIG ST 102,3,,Breadth - Either Humanities or Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3952,College of Letters & Science,Religious Studies,RELIG ST 103,3,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2022
3953,College of Letters & Science,Religious Studies,RELIG ST/FOLKLORE  104,3,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2021
3954,College of Letters & Science,Religious Studies,RELIG ST 105,3,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
3955,College of Letters & Science,Religious Studies,RELIG ST/CNSR SCI  173,3,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
3956,College of Letters & Science,Religious Studies,RELIG ST 200,3,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2022
3957,College of Letters & Science,Religious Studies,RELIG ST/JEWISH/LEGAL ST  203,3,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
